Source,Target,Weight,Country
L Ronchi,GJ Bailey,13,New Zealand
L Ronchi,MC Henriques,13,New Zealand
L Ronchi,Babar Azam,13,New Zealand
L Ronchi,Sohail Tanvir,13,New Zealand
L Ronchi,Hasan Ali,13,New Zealand
L Ronchi,CAK Walton,13,New Zealand
L Ronchi,KOK Williams,13,New Zealand
L Ronchi,Rumman Raees,13,New Zealand
L Ronchi,Rubel Hossain,13,New Zealand
L Ronchi,JDS Neesham,13,New Zealand
L Ronchi,JT Smuts,13,New Zealand
L Ronchi,M Klinger,13,New Zealand
L Ronchi,Kamran Akmal,13,New Zealand
L Ronchi,Shadab Khan,13,New Zealand
L Ronchi,T Shamsi,13,New Zealand
L Ronchi,DJ Malan,13,New Zealand
L Ronchi,KD Karthik,13,New Zealand
L Ronchi,Kuldeep Yadav,13,New Zealand
L Ronchi,Sohail Khan,13,New Zealand
L Ronchi,DT Christian,13,New Zealand
MJ Henry,MJ McClenaghan,3,New Zealand
MJ Henry,IS Sodhi,3,New Zealand
MJ Henry,Mohammad Shahzad,3,New Zealand
MJ Henry,Mohammad Nabi,3,New Zealand
MJ Henry,Rashid Khan,3,New Zealand
MJ Henry,MJ Santner,3,New Zealand
MJ Henry,AF Milne,3,New Zealand
MJ Henry,Mohammad Hafeez,3,New Zealand
MJ Henry,Ahmed Shehzad,3,New Zealand
MJ Henry,Shoaib Malik,3,New Zealand
MJ Henry,Umar Akmal,3,New Zealand
MJ Henry,Shahid Afridi,3,New Zealand
MJ Henry,Imad Wasim,3,New Zealand
MJ Henry,Wahab Riaz,3,New Zealand
MJ Henry,Mohammad Amir,3,New Zealand
MJ Henry,Tamim Iqbal,3,New Zealand
MJ Henry,Sabbir Rahman,3,New Zealand
MJ Henry,Shakib Al,3,New Zealand
MJ Henry,Mahmudullah,3,New Zealand
MJ Henry,Mashrafe Mortaza,3,New Zealand
MJ Henry,Al-Amin Hossain,3,New Zealand
MJ Henry,Mustafizur Rahman,3,New Zealand
MJ Henry,Taskin Ahmed,3,New Zealand
MJ Henry,RG Sharma,3,New Zealand
MJ Henry,S Dhawan,3,New Zealand
MJ Henry,V Kohli,3,New Zealand
MJ Henry,SK Raina,3,New Zealand
MJ Henry,MS Dhoni,3,New Zealand
MJ Henry,AJ Finch,3,New Zealand
MJ Henry,DA Warner,3,New Zealand
MJ Henry,SPD Smith,3,New Zealand
MJ Henry,CA Lynn,3,New Zealand
MJ Henry,SR Watson,3,New Zealand
MJ Henry,HH Pandya,3,New Zealand
MJ Henry,JJ Bumrah,3,New Zealand
MJ Henry,A Nehra,3,New Zealand
MJ Henry,SE Marsh,3,New Zealand
MJ Henry,GJ Maxwell,3,New Zealand
MJ Henry,AJ Tye,3,New Zealand
MJ Henry,AM Rahane,3,New Zealand
MJ Henry,S Prasanna,3,New Zealand
MJ Henry,JJ Roy,3,New Zealand
MJ Henry,EJG Morgan,3,New Zealand
MJ Henry,JC Buttler,3,New Zealand
MJ Henry,CJ Jordan,3,New Zealand
MJ Henry,AU Rashid,3,New Zealand
MJ Henry,DJ Willey,3,New Zealand
MJ Henry,HM Amla,3,New Zealand
MJ Henry,AB de,3,New Zealand
MJ Henry,DA Miller,3,New Zealand
MJ Henry,D Wiese,3,New Zealand
MJ Henry,CH Morris,3,New Zealand
MJ Henry,KJ Abbott,3,New Zealand
MJ Henry,Imran Tahir,3,New Zealand
MJ Henry,SW Billings,3,New Zealand
MJ Henry,SL Malinga,3,New Zealand
MJ Henry,Mohammad Sami,3,New Zealand
MJ Henry,B Kumar,3,New Zealand
MJ Henry,A Zampa,3,New Zealand
MJ Henry,F Behardien,3,New Zealand
MJ Henry,J Charles,3,New Zealand
MJ Henry,CH Gayle,3,New Zealand
MJ Henry,MN Samuels,3,New Zealand
MJ Henry,DJ Bravo,3,New Zealand
MJ Henry,AD Russell,3,New Zealand
MJ Henry,DJG Sammy,3,New Zealand
MJ Henry,CR Brathwaite,3,New Zealand
MJ Henry,S Badree,3,New Zealand
MJ Henry,ADS Fletcher,3,New Zealand
MJ Henry,LE Plunkett,3,New Zealand
MJ Henry,E Lewis,3,New Zealand
MJ Henry,LMP Simmons,3,New Zealand
MJ Henry,R Dhawan,3,New Zealand
MJ Henry,JD Unadkat,3,New Zealand
MJ Henry,YS Chahal,3,New Zealand
MJ Henry,DS Kulkarni,3,New Zealand
MJ Henry,LA Dawson,3,New Zealand
MJ Henry,TS Mills,3,New Zealand
MJ Henry,KA Pollard,3,New Zealand
MJ Henry,SP Narine,3,New Zealand
MJ Henry,A Mishra,3,New Zealand
MJ Henry,GJ Bailey,3,New Zealand
MJ Henry,MC Henriques,3,New Zealand
MJ Henry,Babar Azam,3,New Zealand
MJ Henry,Sohail Tanvir,3,New Zealand
MJ Henry,Hasan Ali,3,New Zealand
MJ Henry,CAK Walton,3,New Zealand
MJ Henry,KOK Williams,3,New Zealand
MJ Henry,Rumman Raees,3,New Zealand
MJ Henry,Rubel Hossain,3,New Zealand
MJ Henry,JDS Neesham,3,New Zealand
MJ Henry,JT Smuts,3,New Zealand
MJ Henry,M Klinger,3,New Zealand
MJ Henry,Kamran Akmal,3,New Zealand
MJ Henry,Shadab Khan,3,New Zealand
MJ Henry,T Shamsi,3,New Zealand
MJ Henry,DJ Malan,3,New Zealand
MJ Henry,KD Karthik,3,New Zealand
MJ Henry,Kuldeep Yadav,3,New Zealand
MJ Henry,Sohail Khan,3,New Zealand
MJ Henry,DT Christian,3,New Zealand
MJ McClenaghan,IS Sodhi,8,New Zealand
MJ McClenaghan,Mohammad Shahzad,8,New Zealand
MJ McClenaghan,Mohammad Nabi,8,New Zealand
MJ McClenaghan,Rashid Khan,8,New Zealand
MJ McClenaghan,MJ Santner,8,New Zealand
MJ McClenaghan,AF Milne,8,New Zealand
MJ McClenaghan,Mohammad Hafeez,8,New Zealand
MJ McClenaghan,Ahmed Shehzad,8,New Zealand
MJ McClenaghan,Shoaib Malik,8,New Zealand
MJ McClenaghan,Umar Akmal,8,New Zealand
MJ McClenaghan,Shahid Afridi,8,New Zealand
MJ McClenaghan,Imad Wasim,8,New Zealand
MJ McClenaghan,Wahab Riaz,8,New Zealand
MJ McClenaghan,Mohammad Amir,8,New Zealand
MJ McClenaghan,Tamim Iqbal,8,New Zealand
MJ McClenaghan,Sabbir Rahman,8,New Zealand
MJ McClenaghan,Shakib Al,8,New Zealand
MJ McClenaghan,Mahmudullah,8,New Zealand
MJ McClenaghan,Mashrafe Mortaza,8,New Zealand
MJ McClenaghan,Al-Amin Hossain,8,New Zealand
MJ McClenaghan,Mustafizur Rahman,8,New Zealand
MJ McClenaghan,Taskin Ahmed,8,New Zealand
MJ McClenaghan,RG Sharma,8,New Zealand
MJ McClenaghan,S Dhawan,8,New Zealand
MJ McClenaghan,V Kohli,8,New Zealand
MJ McClenaghan,SK Raina,8,New Zealand
MJ McClenaghan,MS Dhoni,8,New Zealand
MJ McClenaghan,AJ Finch,8,New Zealand
MJ McClenaghan,DA Warner,8,New Zealand
MJ McClenaghan,SPD Smith,8,New Zealand
MJ McClenaghan,CA Lynn,8,New Zealand
MJ McClenaghan,SR Watson,8,New Zealand
MJ McClenaghan,HH Pandya,8,New Zealand
MJ McClenaghan,JJ Bumrah,8,New Zealand
MJ McClenaghan,A Nehra,8,New Zealand
MJ McClenaghan,SE Marsh,8,New Zealand
MJ McClenaghan,GJ Maxwell,8,New Zealand
MJ McClenaghan,AJ Tye,8,New Zealand
MJ McClenaghan,AM Rahane,8,New Zealand
MJ McClenaghan,S Prasanna,8,New Zealand
MJ McClenaghan,JJ Roy,8,New Zealand
MJ McClenaghan,EJG Morgan,8,New Zealand
MJ McClenaghan,JC Buttler,8,New Zealand
MJ McClenaghan,CJ Jordan,8,New Zealand
MJ McClenaghan,AU Rashid,8,New Zealand
MJ McClenaghan,DJ Willey,8,New Zealand
MJ McClenaghan,HM Amla,8,New Zealand
MJ McClenaghan,AB de,8,New Zealand
MJ McClenaghan,DA Miller,8,New Zealand
MJ McClenaghan,D Wiese,8,New Zealand
MJ McClenaghan,CH Morris,8,New Zealand
MJ McClenaghan,KJ Abbott,8,New Zealand
MJ McClenaghan,Imran Tahir,8,New Zealand
MJ McClenaghan,SW Billings,8,New Zealand
MJ McClenaghan,SL Malinga,8,New Zealand
MJ McClenaghan,Mohammad Sami,8,New Zealand
MJ McClenaghan,B Kumar,8,New Zealand
MJ McClenaghan,A Zampa,8,New Zealand
MJ McClenaghan,F Behardien,8,New Zealand
MJ McClenaghan,J Charles,8,New Zealand
MJ McClenaghan,CH Gayle,8,New Zealand
MJ McClenaghan,MN Samuels,8,New Zealand
MJ McClenaghan,DJ Bravo,8,New Zealand
MJ McClenaghan,AD Russell,8,New Zealand
MJ McClenaghan,DJG Sammy,8,New Zealand
MJ McClenaghan,CR Brathwaite,8,New Zealand
MJ McClenaghan,S Badree,8,New Zealand
MJ McClenaghan,ADS Fletcher,8,New Zealand
MJ McClenaghan,LE Plunkett,8,New Zealand
MJ McClenaghan,E Lewis,8,New Zealand
MJ McClenaghan,LMP Simmons,8,New Zealand
MJ McClenaghan,R Dhawan,8,New Zealand
MJ McClenaghan,JD Unadkat,8,New Zealand
MJ McClenaghan,YS Chahal,8,New Zealand
MJ McClenaghan,DS Kulkarni,8,New Zealand
MJ McClenaghan,LA Dawson,8,New Zealand
MJ McClenaghan,TS Mills,8,New Zealand
MJ McClenaghan,KA Pollard,8,New Zealand
MJ McClenaghan,SP Narine,8,New Zealand
MJ McClenaghan,A Mishra,8,New Zealand
MJ McClenaghan,GJ Bailey,8,New Zealand
MJ McClenaghan,MC Henriques,8,New Zealand
MJ McClenaghan,Babar Azam,8,New Zealand
MJ McClenaghan,Sohail Tanvir,8,New Zealand
MJ McClenaghan,Hasan Ali,8,New Zealand
MJ McClenaghan,CAK Walton,8,New Zealand
MJ McClenaghan,KOK Williams,8,New Zealand
MJ McClenaghan,Rumman Raees,8,New Zealand
MJ McClenaghan,Rubel Hossain,8,New Zealand
MJ McClenaghan,JDS Neesham,8,New Zealand
MJ McClenaghan,JT Smuts,8,New Zealand
MJ McClenaghan,M Klinger,8,New Zealand
MJ McClenaghan,Kamran Akmal,8,New Zealand
MJ McClenaghan,Shadab Khan,8,New Zealand
MJ McClenaghan,T Shamsi,8,New Zealand
MJ McClenaghan,DJ Malan,8,New Zealand
MJ McClenaghan,KD Karthik,8,New Zealand
MJ McClenaghan,Kuldeep Yadav,8,New Zealand
MJ McClenaghan,Sohail Khan,8,New Zealand
MJ McClenaghan,DT Christian,8,New Zealand
IS Sodhi,Mohammad Shahzad,12,New Zealand
IS Sodhi,Mohammad Nabi,12,New Zealand
IS Sodhi,Rashid Khan,12,New Zealand
IS Sodhi,MJ Santner,12,New Zealand
IS Sodhi,AF Milne,12,New Zealand
IS Sodhi,Mohammad Hafeez,12,New Zealand
IS Sodhi,Ahmed Shehzad,12,New Zealand
IS Sodhi,Shoaib Malik,12,New Zealand
IS Sodhi,Umar Akmal,12,New Zealand
IS Sodhi,Shahid Afridi,12,New Zealand
IS Sodhi,Imad Wasim,12,New Zealand
IS Sodhi,Wahab Riaz,12,New Zealand
IS Sodhi,Mohammad Amir,12,New Zealand
IS Sodhi,Tamim Iqbal,12,New Zealand
IS Sodhi,Sabbir Rahman,12,New Zealand
IS Sodhi,Shakib Al,12,New Zealand
IS Sodhi,Mahmudullah,12,New Zealand
IS Sodhi,Mashrafe Mortaza,12,New Zealand
IS Sodhi,Al-Amin Hossain,12,New Zealand
IS Sodhi,Mustafizur Rahman,12,New Zealand
IS Sodhi,Taskin Ahmed,12,New Zealand
IS Sodhi,RG Sharma,12,New Zealand
IS Sodhi,S Dhawan,12,New Zealand
IS Sodhi,V Kohli,12,New Zealand
IS Sodhi,SK Raina,12,New Zealand
IS Sodhi,MS Dhoni,12,New Zealand
IS Sodhi,AJ Finch,12,New Zealand
IS Sodhi,DA Warner,12,New Zealand
IS Sodhi,SPD Smith,12,New Zealand
IS Sodhi,CA Lynn,12,New Zealand
IS Sodhi,SR Watson,12,New Zealand
IS Sodhi,HH Pandya,12,New Zealand
IS Sodhi,JJ Bumrah,12,New Zealand
IS Sodhi,A Nehra,12,New Zealand
IS Sodhi,SE Marsh,12,New Zealand
IS Sodhi,GJ Maxwell,12,New Zealand
IS Sodhi,AJ Tye,12,New Zealand
IS Sodhi,AM Rahane,12,New Zealand
IS Sodhi,S Prasanna,12,New Zealand
IS Sodhi,JJ Roy,12,New Zealand
IS Sodhi,EJG Morgan,12,New Zealand
IS Sodhi,JC Buttler,12,New Zealand
IS Sodhi,CJ Jordan,12,New Zealand
IS Sodhi,AU Rashid,12,New Zealand
IS Sodhi,DJ Willey,12,New Zealand
IS Sodhi,HM Amla,12,New Zealand
IS Sodhi,AB de,12,New Zealand
IS Sodhi,DA Miller,12,New Zealand
IS Sodhi,D Wiese,12,New Zealand
IS Sodhi,CH Morris,12,New Zealand
IS Sodhi,KJ Abbott,12,New Zealand
IS Sodhi,Imran Tahir,12,New Zealand
IS Sodhi,SW Billings,12,New Zealand
IS Sodhi,SL Malinga,12,New Zealand
IS Sodhi,Mohammad Sami,12,New Zealand
IS Sodhi,B Kumar,12,New Zealand
IS Sodhi,A Zampa,12,New Zealand
IS Sodhi,F Behardien,12,New Zealand
IS Sodhi,J Charles,12,New Zealand
IS Sodhi,CH Gayle,12,New Zealand
IS Sodhi,MN Samuels,12,New Zealand
IS Sodhi,DJ Bravo,12,New Zealand
IS Sodhi,AD Russell,12,New Zealand
IS Sodhi,DJG Sammy,12,New Zealand
IS Sodhi,CR Brathwaite,12,New Zealand
IS Sodhi,S Badree,12,New Zealand
IS Sodhi,ADS Fletcher,12,New Zealand
IS Sodhi,LE Plunkett,12,New Zealand
IS Sodhi,E Lewis,12,New Zealand
IS Sodhi,LMP Simmons,12,New Zealand
IS Sodhi,R Dhawan,12,New Zealand
IS Sodhi,JD Unadkat,12,New Zealand
IS Sodhi,YS Chahal,12,New Zealand
IS Sodhi,DS Kulkarni,12,New Zealand
IS Sodhi,LA Dawson,12,New Zealand
IS Sodhi,TS Mills,12,New Zealand
IS Sodhi,KA Pollard,12,New Zealand
IS Sodhi,SP Narine,12,New Zealand
IS Sodhi,A Mishra,12,New Zealand
IS Sodhi,GJ Bailey,12,New Zealand
IS Sodhi,MC Henriques,12,New Zealand
IS Sodhi,Babar Azam,12,New Zealand
IS Sodhi,Sohail Tanvir,12,New Zealand
IS Sodhi,Hasan Ali,12,New Zealand
IS Sodhi,CAK Walton,12,New Zealand
IS Sodhi,KOK Williams,12,New Zealand
IS Sodhi,Rumman Raees,12,New Zealand
IS Sodhi,Rubel Hossain,12,New Zealand
IS Sodhi,JDS Neesham,12,New Zealand
IS Sodhi,JT Smuts,12,New Zealand
IS Sodhi,M Klinger,12,New Zealand
IS Sodhi,Kamran Akmal,12,New Zealand
IS Sodhi,Shadab Khan,12,New Zealand
IS Sodhi,T Shamsi,12,New Zealand
IS Sodhi,DJ Malan,12,New Zealand
IS Sodhi,KD Karthik,12,New Zealand
IS Sodhi,Kuldeep Yadav,12,New Zealand
IS Sodhi,Sohail Khan,12,New Zealand
IS Sodhi,DT Christian,12,New Zealand
Mohammad Shahzad,Mohammad Nabi,4,Afghanistan
Mohammad Shahzad,Rashid Khan,4,Afghanistan
Mohammad Shahzad,MJ Santner,4,Afghanistan
Mohammad Shahzad,AF Milne,4,Afghanistan
Mohammad Shahzad,Mohammad Hafeez,4,Afghanistan
Mohammad Shahzad,Ahmed Shehzad,4,Afghanistan
Mohammad Shahzad,Shoaib Malik,4,Afghanistan
Mohammad Shahzad,Umar Akmal,4,Afghanistan
Mohammad Shahzad,Shahid Afridi,4,Afghanistan
Mohammad Shahzad,Imad Wasim,4,Afghanistan
Mohammad Shahzad,Wahab Riaz,4,Afghanistan
Mohammad Shahzad,Mohammad Amir,4,Afghanistan
Mohammad Shahzad,Tamim Iqbal,4,Afghanistan
Mohammad Shahzad,Sabbir Rahman,4,Afghanistan
Mohammad Shahzad,Shakib Al,4,Afghanistan
Mohammad Shahzad,Mahmudullah,4,Afghanistan
Mohammad Shahzad,Mashrafe Mortaza,4,Afghanistan
Mohammad Shahzad,Al-Amin Hossain,4,Afghanistan
Mohammad Shahzad,Mustafizur Rahman,4,Afghanistan
Mohammad Shahzad,Taskin Ahmed,4,Afghanistan
Mohammad Shahzad,RG Sharma,4,Afghanistan
Mohammad Shahzad,S Dhawan,4,Afghanistan
Mohammad Shahzad,V Kohli,4,Afghanistan
Mohammad Shahzad,SK Raina,4,Afghanistan
Mohammad Shahzad,MS Dhoni,4,Afghanistan
Mohammad Shahzad,AJ Finch,4,Afghanistan
Mohammad Shahzad,DA Warner,4,Afghanistan
Mohammad Shahzad,SPD Smith,4,Afghanistan
Mohammad Shahzad,CA Lynn,4,Afghanistan
Mohammad Shahzad,SR Watson,4,Afghanistan
Mohammad Shahzad,HH Pandya,4,Afghanistan
Mohammad Shahzad,JJ Bumrah,4,Afghanistan
Mohammad Shahzad,A Nehra,4,Afghanistan
Mohammad Shahzad,SE Marsh,4,Afghanistan
Mohammad Shahzad,GJ Maxwell,4,Afghanistan
Mohammad Shahzad,AJ Tye,4,Afghanistan
Mohammad Shahzad,AM Rahane,4,Afghanistan
Mohammad Shahzad,S Prasanna,4,Afghanistan
Mohammad Shahzad,JJ Roy,4,Afghanistan
Mohammad Shahzad,EJG Morgan,4,Afghanistan
Mohammad Shahzad,JC Buttler,4,Afghanistan
Mohammad Shahzad,CJ Jordan,4,Afghanistan
Mohammad Shahzad,AU Rashid,4,Afghanistan
Mohammad Shahzad,DJ Willey,4,Afghanistan
Mohammad Shahzad,HM Amla,4,Afghanistan
Mohammad Shahzad,AB de,4,Afghanistan
Mohammad Shahzad,DA Miller,4,Afghanistan
Mohammad Shahzad,D Wiese,4,Afghanistan
Mohammad Shahzad,CH Morris,4,Afghanistan
Mohammad Shahzad,KJ Abbott,4,Afghanistan
Mohammad Shahzad,Imran Tahir,4,Afghanistan
Mohammad Shahzad,SW Billings,4,Afghanistan
Mohammad Shahzad,SL Malinga,4,Afghanistan
Mohammad Shahzad,Mohammad Sami,4,Afghanistan
Mohammad Shahzad,B Kumar,4,Afghanistan
Mohammad Shahzad,A Zampa,4,Afghanistan
Mohammad Shahzad,F Behardien,4,Afghanistan
Mohammad Shahzad,J Charles,4,Afghanistan
Mohammad Shahzad,CH Gayle,4,Afghanistan
Mohammad Shahzad,MN Samuels,4,Afghanistan
Mohammad Shahzad,DJ Bravo,4,Afghanistan
Mohammad Shahzad,AD Russell,4,Afghanistan
Mohammad Shahzad,DJG Sammy,4,Afghanistan
Mohammad Shahzad,CR Brathwaite,4,Afghanistan
Mohammad Shahzad,S Badree,4,Afghanistan
Mohammad Shahzad,ADS Fletcher,4,Afghanistan
Mohammad Shahzad,LE Plunkett,4,Afghanistan
Mohammad Shahzad,E Lewis,4,Afghanistan
Mohammad Shahzad,LMP Simmons,4,Afghanistan
Mohammad Shahzad,R Dhawan,4,Afghanistan
Mohammad Shahzad,JD Unadkat,4,Afghanistan
Mohammad Shahzad,YS Chahal,4,Afghanistan
Mohammad Shahzad,DS Kulkarni,4,Afghanistan
Mohammad Shahzad,LA Dawson,4,Afghanistan
Mohammad Shahzad,TS Mills,4,Afghanistan
Mohammad Shahzad,KA Pollard,4,Afghanistan
Mohammad Shahzad,SP Narine,4,Afghanistan
Mohammad Shahzad,A Mishra,4,Afghanistan
Mohammad Shahzad,GJ Bailey,4,Afghanistan
Mohammad Shahzad,MC Henriques,4,Afghanistan
Mohammad Shahzad,Babar Azam,4,Afghanistan
Mohammad Shahzad,Sohail Tanvir,4,Afghanistan
Mohammad Shahzad,Hasan Ali,4,Afghanistan
Mohammad Shahzad,CAK Walton,4,Afghanistan
Mohammad Shahzad,KOK Williams,4,Afghanistan
Mohammad Shahzad,Rumman Raees,4,Afghanistan
Mohammad Shahzad,Rubel Hossain,4,Afghanistan
Mohammad Shahzad,JDS Neesham,4,Afghanistan
Mohammad Shahzad,JT Smuts,4,Afghanistan
Mohammad Shahzad,M Klinger,4,Afghanistan
Mohammad Shahzad,Kamran Akmal,4,Afghanistan
Mohammad Shahzad,Shadab Khan,4,Afghanistan
Mohammad Shahzad,T Shamsi,4,Afghanistan
Mohammad Shahzad,DJ Malan,4,Afghanistan
Mohammad Shahzad,KD Karthik,4,Afghanistan
Mohammad Shahzad,Kuldeep Yadav,4,Afghanistan
Mohammad Shahzad,Sohail Khan,4,Afghanistan
Mohammad Shahzad,DT Christian,4,Afghanistan
Mohammad Nabi,Rashid Khan,7,Afghanistan
Mohammad Nabi,MJ Santner,7,Afghanistan
Mohammad Nabi,AF Milne,7,Afghanistan
Mohammad Nabi,Mohammad Hafeez,7,Afghanistan
Mohammad Nabi,Ahmed Shehzad,7,Afghanistan
Mohammad Nabi,Shoaib Malik,7,Afghanistan
Mohammad Nabi,Umar Akmal,7,Afghanistan
Mohammad Nabi,Shahid Afridi,7,Afghanistan
Mohammad Nabi,Imad Wasim,7,Afghanistan
Mohammad Nabi,Wahab Riaz,7,Afghanistan
Mohammad Nabi,Mohammad Amir,7,Afghanistan
Mohammad Nabi,Tamim Iqbal,7,Afghanistan
Mohammad Nabi,Sabbir Rahman,7,Afghanistan
Mohammad Nabi,Shakib Al,7,Afghanistan
Mohammad Nabi,Mahmudullah,7,Afghanistan
Mohammad Nabi,Mashrafe Mortaza,7,Afghanistan
Mohammad Nabi,Al-Amin Hossain,7,Afghanistan
Mohammad Nabi,Mustafizur Rahman,7,Afghanistan
Mohammad Nabi,Taskin Ahmed,7,Afghanistan
Mohammad Nabi,RG Sharma,7,Afghanistan
Mohammad Nabi,S Dhawan,7,Afghanistan
Mohammad Nabi,V Kohli,7,Afghanistan
Mohammad Nabi,SK Raina,7,Afghanistan
Mohammad Nabi,MS Dhoni,7,Afghanistan
Mohammad Nabi,AJ Finch,7,Afghanistan
Mohammad Nabi,DA Warner,7,Afghanistan
Mohammad Nabi,SPD Smith,7,Afghanistan
Mohammad Nabi,CA Lynn,7,Afghanistan
Mohammad Nabi,SR Watson,7,Afghanistan
Mohammad Nabi,HH Pandya,7,Afghanistan
Mohammad Nabi,JJ Bumrah,7,Afghanistan
Mohammad Nabi,A Nehra,7,Afghanistan
Mohammad Nabi,SE Marsh,7,Afghanistan
Mohammad Nabi,GJ Maxwell,7,Afghanistan
Mohammad Nabi,AJ Tye,7,Afghanistan
Mohammad Nabi,AM Rahane,7,Afghanistan
Mohammad Nabi,S Prasanna,7,Afghanistan
Mohammad Nabi,JJ Roy,7,Afghanistan
Mohammad Nabi,EJG Morgan,7,Afghanistan
Mohammad Nabi,JC Buttler,7,Afghanistan
Mohammad Nabi,CJ Jordan,7,Afghanistan
Mohammad Nabi,AU Rashid,7,Afghanistan
Mohammad Nabi,DJ Willey,7,Afghanistan
Mohammad Nabi,HM Amla,7,Afghanistan
Mohammad Nabi,AB de,7,Afghanistan
Mohammad Nabi,DA Miller,7,Afghanistan
Mohammad Nabi,D Wiese,7,Afghanistan
Mohammad Nabi,CH Morris,7,Afghanistan
Mohammad Nabi,KJ Abbott,7,Afghanistan
Mohammad Nabi,Imran Tahir,7,Afghanistan
Mohammad Nabi,SW Billings,7,Afghanistan
Mohammad Nabi,SL Malinga,7,Afghanistan
Mohammad Nabi,Mohammad Sami,7,Afghanistan
Mohammad Nabi,B Kumar,7,Afghanistan
Mohammad Nabi,A Zampa,7,Afghanistan
Mohammad Nabi,F Behardien,7,Afghanistan
Mohammad Nabi,J Charles,7,Afghanistan
Mohammad Nabi,CH Gayle,7,Afghanistan
Mohammad Nabi,MN Samuels,7,Afghanistan
Mohammad Nabi,DJ Bravo,7,Afghanistan
Mohammad Nabi,AD Russell,7,Afghanistan
Mohammad Nabi,DJG Sammy,7,Afghanistan
Mohammad Nabi,CR Brathwaite,7,Afghanistan
Mohammad Nabi,S Badree,7,Afghanistan
Mohammad Nabi,ADS Fletcher,7,Afghanistan
Mohammad Nabi,LE Plunkett,7,Afghanistan
Mohammad Nabi,E Lewis,7,Afghanistan
Mohammad Nabi,LMP Simmons,7,Afghanistan
Mohammad Nabi,R Dhawan,7,Afghanistan
Mohammad Nabi,JD Unadkat,7,Afghanistan
Mohammad Nabi,YS Chahal,7,Afghanistan
Mohammad Nabi,DS Kulkarni,7,Afghanistan
Mohammad Nabi,LA Dawson,7,Afghanistan
Mohammad Nabi,TS Mills,7,Afghanistan
Mohammad Nabi,KA Pollard,7,Afghanistan
Mohammad Nabi,SP Narine,7,Afghanistan
Mohammad Nabi,A Mishra,7,Afghanistan
Mohammad Nabi,GJ Bailey,7,Afghanistan
Mohammad Nabi,MC Henriques,7,Afghanistan
Mohammad Nabi,Babar Azam,7,Afghanistan
Mohammad Nabi,Sohail Tanvir,7,Afghanistan
Mohammad Nabi,Hasan Ali,7,Afghanistan
Mohammad Nabi,CAK Walton,7,Afghanistan
Mohammad Nabi,KOK Williams,7,Afghanistan
Mohammad Nabi,Rumman Raees,7,Afghanistan
Mohammad Nabi,Rubel Hossain,7,Afghanistan
Mohammad Nabi,JDS Neesham,7,Afghanistan
Mohammad Nabi,JT Smuts,7,Afghanistan
Mohammad Nabi,M Klinger,7,Afghanistan
Mohammad Nabi,Kamran Akmal,7,Afghanistan
Mohammad Nabi,Shadab Khan,7,Afghanistan
Mohammad Nabi,T Shamsi,7,Afghanistan
Mohammad Nabi,DJ Malan,7,Afghanistan
Mohammad Nabi,KD Karthik,7,Afghanistan
Mohammad Nabi,Kuldeep Yadav,7,Afghanistan
Mohammad Nabi,Sohail Khan,7,Afghanistan
Mohammad Nabi,DT Christian,7,Afghanistan
Rashid Khan,MJ Santner,7,Afghanistan
Rashid Khan,AF Milne,7,Afghanistan
Rashid Khan,Mohammad Hafeez,7,Afghanistan
Rashid Khan,Ahmed Shehzad,7,Afghanistan
Rashid Khan,Shoaib Malik,7,Afghanistan
Rashid Khan,Umar Akmal,7,Afghanistan
Rashid Khan,Shahid Afridi,7,Afghanistan
Rashid Khan,Imad Wasim,7,Afghanistan
Rashid Khan,Wahab Riaz,7,Afghanistan
Rashid Khan,Mohammad Amir,7,Afghanistan
Rashid Khan,Tamim Iqbal,7,Afghanistan
Rashid Khan,Sabbir Rahman,7,Afghanistan
Rashid Khan,Shakib Al,7,Afghanistan
Rashid Khan,Mahmudullah,7,Afghanistan
Rashid Khan,Mashrafe Mortaza,7,Afghanistan
Rashid Khan,Al-Amin Hossain,7,Afghanistan
Rashid Khan,Mustafizur Rahman,7,Afghanistan
Rashid Khan,Taskin Ahmed,7,Afghanistan
Rashid Khan,RG Sharma,7,Afghanistan
Rashid Khan,S Dhawan,7,Afghanistan
Rashid Khan,V Kohli,7,Afghanistan
Rashid Khan,SK Raina,7,Afghanistan
Rashid Khan,MS Dhoni,7,Afghanistan
Rashid Khan,AJ Finch,7,Afghanistan
Rashid Khan,DA Warner,7,Afghanistan
Rashid Khan,SPD Smith,7,Afghanistan
Rashid Khan,CA Lynn,7,Afghanistan
Rashid Khan,SR Watson,7,Afghanistan
Rashid Khan,HH Pandya,7,Afghanistan
Rashid Khan,JJ Bumrah,7,Afghanistan
Rashid Khan,A Nehra,7,Afghanistan
Rashid Khan,SE Marsh,7,Afghanistan
Rashid Khan,GJ Maxwell,7,Afghanistan
Rashid Khan,AJ Tye,7,Afghanistan
Rashid Khan,AM Rahane,7,Afghanistan
Rashid Khan,S Prasanna,7,Afghanistan
Rashid Khan,JJ Roy,7,Afghanistan
Rashid Khan,EJG Morgan,7,Afghanistan
Rashid Khan,JC Buttler,7,Afghanistan
Rashid Khan,CJ Jordan,7,Afghanistan
Rashid Khan,AU Rashid,7,Afghanistan
Rashid Khan,DJ Willey,7,Afghanistan
